INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING
134	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30402125	1	-1	400	100	 	30402123	1	-1	400	100	 	30402121	1	-1	400	100	 	30402107	1	-1	400	100	 	30402105	1	-1	400	100	 	30402103	1	-1	400	100	 	30402101	1	-1	400	100	 	30402095	1	-1	660	100	 	30402087	1	-1	660	100	 	30402088	1	-1	660	100	 	30402089	1	-1	660	100	 	30402090	1	-1	660	100	 	30402026	1	-1	387	100	 	30402030	1	-1	99	100	 	30402034	1	-1	99	100	 	30402036	1	-1	166	100	 	30402046	1	-1	266	100	 	30402038	1	-1	99	100	 	30402040	1	-1	99	100	 	30402042	1	-1	99	100	 	30402044	1	-1	99	100	 	30402092	1	-1	333	100	 	30402094	1	-1	263	100	 	30402072	1	-1	266	100	 	30402048	1	-1	99	100	 	30402050	1	-1	99	100	 	30402012	1	-1	99	100	 	30402014	1	-1	99	100	 	30402016	1	-1	99	100	 	30402018	1	-1	99	100	 	30402020	1	-1	99	100	 	30402056	1	-1	99	100	 	30402060	1	-1	99	100	 	30402062	1	-1	99	100	 	30402064	1	-1	99	100	 	30402066	1	-1	99	100	 	30402068	1	-1	99	100	 	30402070	1	-1	99	100	 	30402074	1	-1	99	100	 	30402076	1	-1	166	100	 	30402078	1	-1	166	100	 	30402080	1	-1	99	100	 																																																
135	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30900200	1	-1	40	100	 	20301010	1	-1	80	100	 	20301009	20	-1	200	100	 	30502003	1	-1	120	100	 	30503021	1	-1	333	100	 	30008002	1	-1	10	100	 	30008003	1	-1	6	100	 	30008016	1	-1	4	100	 	30503017	1	-1	7	100	 	30503018	1	-1	9	100	 	30503019	1	-1	12	100	 	30503020	1	-1	28	100	 	30503012	1	-1	33	100	 	30607000	1	-1	20	100	 	30607001	1	-1	39	100	 	30606002	1	-1	3	100	 	30502000	10	-1	40	100	 	30502001	10	-1	53	100	 	30502002	10	-1	67	100	 	30503176	1	-1	10	100	 	30503177	1	-1	50	100	 	30503178	1	-1	250	100	 	30503179	1	-1	1250	100	 	30503034	1	-1	10	100	 	30503035	1	-1	50	100	 	30503036	1	-1	250	100	 	30503037	1	-1	1250	100	 	30503043	1	-1	10	100	 	30503044	1	-1	50	100	 	30503045	1	-1	250	100	 	30503046	1	-1	1250	100	 	30503052	1	-1	10	100	 	30503053	1	-1	50	100	 	30503054	1	-1	250	100	 	30503055	1	-1	1250	100	 	30503061	1	-1	10	100	 	30503062	1	-1	50	100	 	30503063	1	-1	250	100	 	30503064	1	-1	1250	100	 	30509500	1	-1	200	100	 	30509501	1	-1	400	100	 	30509502	1	-1	533	100	 	30509503	1	-1	666	100	 																																										
#期货店136 137																																																																																																																																																																																																																																																																																																																																				
136	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	38002067	1	-1	12	100	 	38002047	1	-1	30	100	 	30008018	1	-1	50	100	 	30008002	1	-1	10	100	 	30008003	1	-1	6	100	 	30008016	1	-1	4	100	 	30700233	1	-1	100	100	 	30008005	1	-1	33	100	 	30008004	1	-1	333	100	 	31000000	1	-1	30	100	 	31000002	1	-1	27	100	 	31000001	1	-1	40	100	 	31000003	1	-1	33	100	 	30205005	1	-1	5	100	#G	30103042	1	-1	10	100	#G	30008015	1	-1	40	100	#G	31000004	1	-1	50	100	#G	30008014	1	-1	30	100	#G	30008121	1	-1	98	100	#G	30008122	1	-1	10	100	#G	30008030	1	-1	33	100	 																																																																																																																																																																														
137	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	 	30008087	1	-1	20000	100	 	30008105	1	-1	500	100	 	30900048	1	-1	20000	100	 	30900005	1	-1	3	100	 	30900045	1	-1	92	100	 	38000571	1	-1	18	100	 	38000571	20	-1	360	100	 	38001111	1	-1	30000	100	 	30505107	1	-1	3	100	 	30505107	10	-1	30	100	 	38000448	1	-1	40	100	 	38000448	20	-1	800	100	 	20310114	1	-1	20	100	 	20310114	20	-1	400	100	 	20310021	1	-1	80	100	 	20310021	20	-1	1600	100	 	30505105	1	-1	400	100	 	30700204	1	-1	132	100	#G	30501173	1	-1	133	100	 	30008053	1	-1	20000	100	 	30008048	1	-1	270	100	#G	30008034	1	-1	28	100	#G	30900013	1	-1	66	100	 	30900014	1	-1	326	100	 	30008013	1	-1	533	100	 	30900007	1	-1	90	100	 	30008006	1	-1	13	100	 	30505106	1	-1	22	100	 	30505079	1	-1	1667	100	 	31000100	1	-1	76	100	 	30501122	1	-1	20	100	 	30503115	1	-1	5	100	 	30503115	20	-1	100	100	 	30503118	1	-1	8	100	 	30503118	20	-1	160	100	 	30503119	1	-1	16	100	 	30503119	20	-1	320	100	 	30503120	1	-1	46	100	 	30503120	20	-1	920	100	 	30008033	1	-1	13	100	 	30503121	1	-1	20	100	 	30008019	1	-1	60	100	 	30008029	1	-1	30	100	 	30008029	10	-1	300	100	 	30900049	1	-1	40	100	 	30501171	1	-1	210	100	 																								
138	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	10141003	1	1	100	100		10141000	1	-1	100	100	#G	0	1	-1	100	100																																																																																																																																																																																																																																																																																											
139	40	0	1	9	1	1	1	0	1	6600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505054	1	20	100	100		30505055	1	20	100	100		30505056	1	20	100	100		30508041	1	20	100	100		30508051	1	20	100	100		30508061	1	20	100	100		30505041	1	20	100	100		30505051	1	20	100	100		30505061	1	20	100	100		30507041	1	20	100	100		30507051	1	20	100	100		30507061	1	20	100	100																																																																																																																																																																																																																																					
140	40	0	1	9	1	1	1	0	1	7000000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505054	1	20	100	100		30505055	1	20	100	100		30505056	1	20	100	100		30505057	1	20	100	100		30508041	1	20	100	100		30508051	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30505051	1	20	100	100		30507041	1	20	100	100		30507051	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100																																																																																																																																																																																																																															
141	40	0	1	9	1	1	1	0	1	7200000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505056	1	20	100	100		30505057	1	20	100	100		30505058	1	20	100	100		30505059	1	20	100	100		30508061	1	20	100	100		30508071	1	20	100	100		30508081	1	20	100	100		30508091	1	20	100	100		30507061	1	20	100	100		30507071	1	20	100	100		30507081	1	20	100	100		30507091	1	20	100	100																																																																																																																																																																																																																																					
142	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	10124000	1	-1	100	100		10124001	1	-1	100	100		10124002	1	-1	100	100		10124003	1	-1	100	100		10124004	1	-1	100	100		10124005	1	-1	100	100		10124006	1	-1	100	100		10124007	1	-1	100	100		10124008	1	-1	100	100																																																																																																																																																																																																																																																							
143	40	120	1	9	1	1	1	1	1	100000	50	0		0	0	0	96	97	98	100	200	300	400	500	30001003	1	-1	100	100		30101034	1	-1	100	100		30101035	1	-1	100	100		30101036	1	-1	100	100		30101037	1	-1	100	100		30101038	1	-1	100	100		30101039	1	-1	100	100		30101040	1	-1	100	100		30002003	1	-1	100	100		30101044	1	-1	100	100		30101045	1	20	100	100		30101046	1	-1	100	100		30101047	1	20	100	100		30101048	1	20	100	100		30101049	1	20	100	100		30101050	1	20	100	100																																																																																																																																																																																																													
#期货店144																																																																																																																																																																																																																																																																																																																																				
144	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30505053	10	-1	5	100	#G	30505054	10	-1	7	100	#G	30505055	10	-1	8	100	#G	30505056	10	-1	9	100	#G	30505057	10	-1	11	100	#G	30505058	10	-1	12	100	#G	30505059	10	-1	13	100	#G	30505172	10	-1	17	100	#G	30505173	10	-1	20	100	#G	30501017	1	-1	1	100	#G	30501018	1	-1	1	100	#G	30501019	1	-1	1	100	#G	30501020	1	-1	1	100	#G	30501021	1	-1	1	100	#G	30501022	1	-1	1	100	#G	30501037	1	-1	5	100	#G	30501038	1	-1	5	100	#G	30501039	1	-1	5	100	#G	30501040	1	-1	5	100	#G	30501041	1	-1	5	100	#G	30501042	1	-1	5	100	#G																																																																																																																																																																														
145	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	20307001	1	-1	1	100		20307125	1	-1	1	100		20307126	1	-1	1	100		20307127	1	-1	1	100		20307121	1	-1	1	100		20307122	1	-1	1	100		20307123	1	-1	1	100		20307124	1	-1	1	100		20307128	1	-1	1	100	#G	20307129	1	-1	1	100	#G	20307130	1	-1	1	100	#G	20307119	1	-1	1	100		20307120	1	-1	1	100		20307114	1	-1	1	100		20307112	1	-1	1	100		20307111	1	-1	1	100		20307115	1	-1	1	100		20307118	1	-1	1	100		20307116	1	-1	1	100		20307117	1	-1	1	100		20307102	1	-1	1	100		20307103	1	-1	1	100		20307104	1	-1	1	100		20307105	1	-1	198	100		20307106	1	-1	1	100		20307107	1	-1	1	100		20307108	1	-1	1	100		20307109	1	-1	198	100		20307110	1	-1	1	100		20307101	1	-1	1	100		20307113	1	-1	1	100		20307133	1	-1	1	100	#G	20307135	1	-1	1	100																																																																																																							
#武功146																																																																																																																																																																																																																																																																																																																																				
146	40	0	1	8	1	1	5	0	1	600000	60	0		0	0	0	96	97	98	100	200	300	400	500	30308002	1	-1	327	100	 	30308003	1	-1	327	100	 	30308004	1	-1	327	100	 	30308005	1	-1	327	100	 	30308006	1	-1	327	100	 	30308007	1	-1	327	100	 	30308008	1	-1	327	100	 	30308009	1	-1	327	100	 	30308010	1	-1	327	100	 	30307211	1	-1	327	100	 	30308001	1	-1	327	100	 	30308000	1	-1	327	100	 	30308011	1	-1	327	100	 	30307212	1	-1	327	100	 	30307213	1	-1	327	100	 	30307214	1	-1	327	100	 	30307215	1	-1	327	100	 	30307216	1	-1	327	100	 	30307217	1	-1	327	100	 	30307218	1	-1	327	100	 	30307219	1	-1	327	100	 	30307200	1	-1	233	100	 	30307201	1	-1	233	100	 	30307202	1	-1	233	100	 	30307203	1	-1	233	100	 	30307204	1	-1	233	100	 	30307205	1	-1	233	100	 	30307206	1	-1	233	100	 	30307207	1	-1	233	100	 	30307208	1	-1	233	100	 	30307222	1	-1	527	100	 	30307223	1	-1	527	100	 	30307224	1	-1	527	100	 	30307225	1	-1	527	100	 	30307226	1	-1	527	100	 	30307227	1	-1	527	100	 	30307228	1	-1	527	100	 	30307229	1	-1	527	100	 	30307230	1	-1	527	100	 	30307220	1	-1	327	100	 	30307221	1	-1	327	100	 	30307209	1	-1	233	100	 	30307210	1	-1	233	100	 	30307231	1	-1	527	100	 	30307232	1	-1	527	100	 	30308136	1	-1	327	100	 	30308135	1	-1	233	100	 	30308137	1	-1	527	100	 												
147	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302004	1	20	100	100		30302014	1	20	100	100		30302024	1	20	100	100		30301004	1	20	100	100		30301014	1	20	100	100		30301024	1	20	100	100		30301034	1	20	100	100		30301044	1	20	100	100		30301054	1	20	100	100		30301064	1	20	100	100		30301074	1	20	100	100		30301084	1	20	100	100		30301094	1	20	100	100		30301104	1	20	100	100		30301114	1	20	100	100		30301124	1	20	100	100		30301134	1	20	100	100		30301144	1	20	100	100		30300004	1	20	100	100		30300014	1	20	100	100		30300024	1	20	100	100		30300034	1	20	100	100		30300044	1	20	100	100		30300054	1	20	100	100		0	1	-1	100	100																																																																																																																																																							
148	40	120	1	9	1	1	1	1	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	30302005	1	20	100	100		30302015	1	20	100	100		30302025	1	20	100	100		30301005	1	20	100	100		30301015	1	20	100	100		30301025	1	20	100	100		30301035	1	20	100	100		30301045	1	20	100	100		30301055	1	20	100	100		30301065	1	20	100	100		30301075	1	20	100	100		30301085	1	20	100	100		30301095	1	20	100	100		30301105	1	20	100	100		30301115	1	20	100	100		30301125	1	20	100	100		30301135	1	20	100	100		30301145	1	20	100	100		30300005	1	20	100	100		30300015	1	20	100	100		30300025	1	20	100	100		30300035	1	20	100	100		30300045	1	20	100	100		30300055	1	20	100	100																																																																																																																																																													
149	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400		50101001	1	-1	1	100		50101002	1	-1	1	100		50102001	1	-1	1	100		50102002	1	-1	1	100		50102003	1	-1	1	100		50102004	1	-1	1	100		50103001	1	-1	1	100		50104002	1	-1	1	100		50111001	1	-1	1	100		50111002	1	-1	1	100		50112001	1	-1	1	100		50112002	1	-1	1	100		50112003	1	-1	1	100		50112004	1	-1	1	100		50113001	1	-1	1	100		50113002	1	-1	1	100		50113003	1	-1	1	100		50113004	1	-1	1	100		50113005	1	-1	1	100		50114001	1	-1	1	100																																																																																																																																																																																					
#宝石点150  到 155																																																																																																																																																																																																																																																																																																																																				
150	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50313006	1	-1	70	100	#G	50301001	1	-1	70	100	#G	50301002	1	-1	70	100	#G	50302005	1	-1	85	100	#G	50302006	1	-1	85	100	#G	50302007	1	-1	85	100	#G	50302008	1	-1	85	100	#G	50303001	1	-1	70	100	#G	50304002	1	-1	70	100	#G	50311001	1	-1	70	100	#G	50311002	1	-1	70	100	#G	50312005	1	-1	85	100	#G	50312006	1	-1	85	100	#G	50312007	1	-1	85	100	#G	50312008	1	-1	85	100	#G	50313001	1	-1	70	100	#G	50313002	1	-1	70	100	#G	50313003	1	-1	70	100	#G	50313004	1	-1	70	100	#G	50313005	1	-1	70	100	#G	50314001	1	-1	70	100	#G	50321001	1	-1	313	100	#G	50321002	1	-1	313	100	#G	50321003	1	-1	313	100	#G	50321004	1	-1	313	100	#G	50302001	1	-1	70	100	#G	50302002	1	-1	70	100	#G	50302003	1	-1	70	100	#G	50302004	1	-1	70	100	#G	50312001	1	-1	70	100	#G	50312002	1	-1	70	100	#G	50312003	1	-1	70	100	#G	50312004	1	-1	70	100	#G	50321103	1	-1	960	100	#G	50321203	1	-1	960	100	#G	50321303	1	-1	960	100	#G	50321403	1	-1	960	100	#G																																																																														
151	40	0	1	8	1	1	5	0	1	600000	50	0		0	0	0	96	97	98	100	200	300	400	500	50413006	1	-1	359	100	#G	50401001	1	-1	359	100	#G	50401002	1	-1	359	100	#G	50402005	1	-1	367	100	#G	50402006	1	-1	367	100	#G	50402007	1	-1	367	100	#G	50402008	1	-1	367	100	#G	50403001	1	-1	359	100	#G	50404002	1	-1	359	100	#G	50411001	1	-1	359	100	#G	50411002	1	-1	359	100	#G	50412005	1	-1	367	100	#G	50412006	1	-1	367	100	#G	50412007	1	-1	367	100	#G	50412008	1	-1	367	100	#G	50413001	1	-1	359	100	#G	50413002	1	-1	359	100	#G	50413003	1	-1	359	100	#G	50413004	1	-1	359	100	#G	50413005	1	-1	359	100	#G	50414001	1	-1	359	100	#G	50421001	1	-1	1094	100	#G	50421002	1	-1	1094	100	#G	50421003	1	-1	1094	100	#G	50421004	1	-1	1094	100	#G	50402001	1	-1	359	100	#G	50402002	1	-1	359	100	#G	50402003	1	-1	359	100	#G	50402004	1	-1	359	100	#G	50412001	1	-1	359	100	#G	50412002	1	-1	359	100	#G	50412003	1	-1	359	100	#G	50412004	1	-1	359	100	#G	50421104	1	-1	2238	100	#G	50421204	1	-1	2238	100	#G	50421304	1	-1	2238	100	#G	50421404	1	-1	2238	100	#G																																																																														
