INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
2128	15894	50	-1	8175	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1404	50	50	1399	50	50	14	1404	50	50	1399	50	50	14	-1	-1	1566	522	15	-1	-1	-1	-1	1280	1280	1280	1280	1280	15	32	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2129	16015	50	-1	8237	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1415	50	50	1409	50	50	14	1415	50	50	1409	50	50	14	-1	-1	1578	526	15	-1	-1	-1	-1	1290	1290	1290	1290	1290	15	33	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2130	16135	50	-1	8298	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1425	50	50	1420	50	50	14	1425	50	50	1420	50	50	14	-1	-1	1590	530	15	-1	-1	-1	-1	1300	1300	1300	1300	1300	15	33	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2131	16256	50	-1	8360	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1436	50	50	1431	50	50	14	1436	50	50	1431	50	50	14	-1	-1	1602	534	16	-1	-1	-1	-1	1310	1310	1310	1310	1310	16	33	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2132	16376	50	-1	8422	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1446	50	50	1441	50	50	14	1446	50	50	1441	50	50	14	-1	-1	1614	538	16	-1	-1	-1	-1	1320	1320	1320	1320	1320	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2133	16497	50	-1	8484	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1457	50	50	1452	50	50	14	1457	50	50	1452	50	50	14	-1	-1	1626	542	16	-1	-1	-1	-1	1330	1330	1330	1330	1330	16	34	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2134	16617	50	-1	8546	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1468	50	50	1463	50	50	14	1468	50	50	1463	50	50	14	-1	-1	1638	546	16	-1	-1	-1	-1	1340	1340	1340	1340	1340	16	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2135	16738	50	-1	8608	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1478	50	50	1473	50	50	14	1478	50	50	1473	50	50	14	-1	-1	1650	550	17	-1	-1	-1	-1	1350	1350	1350	1350	1350	17	35	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2136	16858	50	-1	8670	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1489	50	50	1484	50	50	14	1489	50	50	1484	50	50	14	-1	-1	1662	554	17	-1	-1	-1	-1	1360	1360	1360	1360	1360	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2137	16979	50	-1	8732	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1500	50	50	1495	50	50	14	1500	50	50	1495	50	50	14	-1	-1	1674	558	17	-1	-1	-1	-1	1370	1370	1370	1370	1370	17	36	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2138	17099	50	-1	8794	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1510	50	50	1505	50	50	14	1510	50	50	1505	50	50	14	-1	-1	1686	562	17	-1	-1	-1	-1	1380	1380	1380	1380	1380	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2139	17220	50	-1	8856	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1521	50	50	1516	50	50	14	1521	50	50	1516	50	50	14	-1	-1	1698	566	17	-1	-1	-1	-1	1390	1390	1390	1390	1390	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2140	17340	50	-1	8917	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1532	50	50	1527	50	50	14	1532	50	50	1527	50	50	14	-1	-1	1710	570	18	-1	-1	-1	-1	1400	1400	1400	1400	1400	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2141	17461	50	-1	8979	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1542	50	50	1537	50	50	14	1542	50	50	1537	50	50	14	-1	-1	1722	574	18	-1	-1	-1	-1	1410	1410	1410	1410	1410	18	38	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2142	17581	50	-1	9041	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1553	50	50	1548	50	50	14	1553	50	50	1548	50	50	14	-1	-1	1734	578	18	-1	-1	-1	-1	1420	1420	1420	1420	1420	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2143	17702	50	-1	9103	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1564	50	50	1559	50	50	14	1564	50	50	1559	50	50	14	-1	-1	1746	582	18	-1	-1	-1	-1	1430	1430	1430	1430	1430	18	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2144	17822	50	-1	9165	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1574	50	50	1569	50	50	14	1574	50	50	1569	50	50	14	-1	-1	1758	586	19	-1	-1	-1	-1	1440	1440	1440	1440	1440	19	39	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2145	17943	50	-1	9227	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1585	50	50	1580	50	50	14	1585	50	50	1580	50	50	14	-1	-1	1770	590	19	-1	-1	-1	-1	1450	1450	1450	1450	1450	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2146	18063	50	-1	9289	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1596	50	50	1590	50	50	14	1596	50	50	1590	50	50	14	-1	-1	1782	594	19	-1	-1	-1	-1	1460	1460	1460	1460	1460	19	40	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2147	18184	50	-1	9351	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1606	50	50	1601	50	50	14	1606	50	50	1601	50	50	14	-1	-1	1794	598	19	-1	-1	-1	-1	1470	1470	1470	1470	1470	19	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2148	18304	50	-1	9413	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1617	50	50	1612	50	50	14	1617	50	50	1612	50	50	14	-1	-1	1806	602	20	-1	-1	-1	-1	1480	1480	1480	1480	1480	20	41	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2149	18425	50	-1	9475	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1627	50	50	1622	50	50	14	1627	50	50	1622	50	50	14	-1	-1	1818	606	20	-1	-1	-1	-1	1490	1490	1490	1490	1490	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2150	18545	50	-1	9536	50	-1	27	14	-1	27	14	-1	27	14	-1	27	14	-1	7	1638	50	50	1633	50	50	14	1638	50	50	1633	50	50	14	-1	-1	1830	610	20	-1	-1	-1	-1	1500	1500	1500	1500	1500	20	42	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2151	1080	-1	-1	1080	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	155	155	154	154	108	17	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2160	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	10	30	30	30	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2161	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	15	50	50	50	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2162	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	20	70	70	70	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2163	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	25	90	90	90	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2164	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	30	110	110	110	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2165	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	35	130	130	130	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2166	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	40	150	150	150	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2167	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	45	170	170	170	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2168	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	50	190	190	190	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2170	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	30	10	30	30	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2171	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	50	15	50	50	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2172	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	70	20	70	70	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2173	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	90	25	90	90	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2174	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	110	30	110	110	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2175	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	130	35	130	130	35	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2176	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	150	40	150	150	40	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2177	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	170	45	170	170	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2178	18000	25	-1	18000	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	30	-1	-1	-1	360	-1	-1	360	-1	-1	-1	360	-1	-1	360	-1	-1	-1	-1	-1	-1	-1	21	-1	-1	-1	-1	190	50	190	190	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
																																																																
2203	14205	20	-1	3346	20	-1	233	17	-1	233	17	-1	233	17	-1	233	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	156	156	155	155	110	17	36	-1	-1	-1	-1	-1	13	13	13	13	-1	-1	-1	-1	-1	-1
2204	14205	23	-1	3346	23	-1	227	17	-1	227	17	-1	227	17	-1	227	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	157	157	156	156	111	17	37	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
2205	14205	26	-1	3346	26	-1	278	17	-1	278	17	-1	278	17	-1	278	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	158	158	157	157	113	17	37	-1	-1	-1	-1	-1	19	19	19	19	-1	-1	-1	-1	-1	-1
2206	14205	25	-1	3346	25	-1	278	17	-1	278	17	-1	278	17	-1	278	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	159	159	158	158	114	18	38	-1	-1	-1	-1	-1	21	21	21	21	-1	-1	-1	-1	-1	-1
2207	14205	23	-1	3346	23	-1	255	17	-1	255	17	-1	255	17	-1	255	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	161	161	160	160	116	18	38	-1	-1	-1	-1	-1	21	21	21	21	-1	-1	-1	-1	-1	-1
2208	14205	22	-1	3346	22	-1	229	17	-1	229	17	-1	229	17	-1	229	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	162	162	161	161	117	18	39	-1	-1	-1	-1	-1	19	19	19	19	-1	-1	-1	-1	-1	-1
2209	14205	26	-1	3346	26	-1	267	17	-1	267	17	-1	267	17	-1	267	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	163	163	162	162	119	18	39	-1	-1	-1	-1	-1	23	23	23	23	-1	-1	-1	-1	-1	-1
2210	14205	22	-1	3346	22	-1	223	17	-1	223	17	-1	223	17	-1	223	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	164	164	163	163	120	19	39	-1	-1	-1	-1	-1	20	20	20	20	-1	-1	-1	-1	-1	-1
2211	14205	28	-1	3346	28	-1	278	17	-1	278	17	-1	278	17	-1	278	17	-1	8	1750	1	1	1750	1	1	4	1750	1	1	1750	1	1	9	1	-1	600	190	35	-1	-1	-1	-1	165	165	164	164	122	19	40	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
																																																																
3001	31556	42	-1	25946	50	-1	1000	11	-1	1000	11	-1	1000	11	-1	1000	11	-1	6	4800	50	50	4016	50	50	11	4800	50	50	4016	50	50	11	-1	-1	4900	4378	28	-1	-1	-1	-1	400	400	400	400	400	19	116	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
3002	32761	42	-1	26565	50	-1	2000	12	-1	2000	12	-1	2000	12	-1	2000	12	-1	6	4900	50	50	5122	50	50	12	4900	50	50	5122	50	50	12	-1	-1	5010	4418	38	-1	-1	-1	-1	800	800	800	800	800	20	119	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
3003	33966	42	-1	27184	50	-1	3000	13	-1	3000	13	-1	3000	13	-1	3000	13	-1	7	8000	50	50	8228	50	50	13	8000	50	50	8228	50	50	13	-1	-1	5150	4458	54	-1	-1	-1	-1	1200	1200	1200	1200	1200	32	124	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
3004	-1	-1	-1	-1	-1	-1	4000	-1	-1	4000	-1	-1	4000	-1	-1	4000	-1	-1	-1	4808	-1	-1	-1	-1	-1	-1	4808	-1	-1	-1	-1	-1	-1	-1	-1	5046	-1	28	-1	-1	-1	-1	1600	1600	1600	1600	1600	-1	120	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
3005	-1	50	-1	-1	-1	-1	5000	-1	-1	5000	-1	-1	5000	-1	-1	5000	-1	-1	-1	4909	-1	-1	-1	-1	-1	-1	4909	-1	-1	-1	-1	-1	-1	-1	-1	5175	-1	38	-1	-1	-1	-1	2000	2000	2000	2000	2000	-1	122	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
3006	-1	50	-1	-1	-1	-1	6000	-1	-1	6000	-1	-1	6000	-1	-1	6000	-1	-1	-1	8010	-1	-1	-1	-1	-1	-1	8010	-1	-1	-1	-1	-1	-1	-1	-1	5338	-1	55	-1	-1	-1	-1	3000	3000	3000	3000	3000	-1	128	-1	-1	-1	-1	-1	41	41	41	41	-1	-1	-1	-1	-1	-1
3007	-1	-1	-1	-1	-1	-1	7000	-1	-1	7000	-1	-1	7000	-1	-1	7000	-1	-1	-1	4989	-1	-1	-1	-1	-1	-1	4989	-1	-1	-1	-1	-1	-1	-1	-1	5246	-1	28	-1	-1	-1	-1	3600	3600	3600	3600	3600	-1	123	-1	-1	-1	-1	-1	25	25	25	25	-1	-1	-1	-1	-1	-1
3008	-1	54	-1	-1	-1	-1	8000	-1	-1	8000	-1	-1	8000	-1	-1	8000	-1	-1	-1	5112	-1	-1	-1	-1	-1	-1	5112	-1	-1	-1	-1	-1	-1	-1	-1	5398	-1	38	-1	-1	-1	-1	4200	4200	4200	4200	4200	-1	127	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
3009	-1	54	-1	-1	-1	-1	10000	-1	-1	10000	-1	-1	10000	-1	-1	10000	-1	-1	-1	8236	-1	-1	-1	-1	-1	-1	8236	-1	-1	-1	-1	-1	-1	-1	-1	5592	-1	64	-1	-1	-1	-1	5000	5000	5000	5000	5000	-1	133	-1	-1	-1	-1	-1	40	40	40	40	-1	-1	-1	-1	-1	-1
																																																																
4001	4676	50	-1	2421	50	-1	64	10	-1	64	10	-1	64	10	-1	64	10	-1	8	824	100	100	804	100	100	5	824	100	100	804	100	100	5	-1	-1	432	144	10	-1	-1	-1	-1	45	45	43	43	23	8	8	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4002	4796	50	-1	2483	50	-1	66	10	-1	66	10	-1	66	10	-1	66	10	-1	8	844	100	100	824	100	100	5	844	100	100	824	100	100	5	-1	-1	444	148	10	-1	-1	-1	-1	46	46	44	44	24	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4003	4917	50	-1	2545	50	-1	66	10	-1	66	10	-1	66	10	-1	66	10	-1	8	866	100	100	846	100	100	5	866	100	100	846	100	100	5	-1	-1	456	152	10	-1	-1	-1	-1	47	47	45	45	24	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4004	5037	50	-1	2607	50	-1	68	10	-1	68	10	-1	68	10	-1	68	10	-1	8	888	100	100	868	100	100	5	888	100	100	868	100	100	5	-1	-1	468	156	10	-1	-1	-1	-1	48	48	46	46	25	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4005	5158	50	-1	2669	50	-1	70	10	-1	70	10	-1	70	10	-1	70	10	-1	8	908	100	100	888	100	100	5	908	100	100	888	100	100	5	-1	-1	480	160	10	-1	-1	-1	-1	49	49	47	47	25	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4006	5278	50	-1	2731	50	-1	70	10	-1	70	10	-1	70	10	-1	70	10	-1	8	930	100	100	910	100	100	5	930	100	100	910	100	100	5	-1	-1	492	164	10	-1	-1	-1	-1	50	50	48	48	26	8	9	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4007	5399	50	-1	2793	50	-1	72	10	-1	72	10	-1	72	10	-1	72	10	-1	8	952	100	100	932	100	100	5	952	100	100	932	100	100	5	-1	-1	504	168	10	-1	-1	-1	-1	51	51	49	49	27	8	10	-1	-1	-1	-1	-1	10	10	10	10	-1	-1	-1	-1	-1	-1
4008	5519	50	-1	2855	50	-1	72	12	-1	72	12	-1	72	12	-1	72	12	-1	8	972	100	100	952	100	100	6	972	100	100	952	100	100	6	-1	-1	516	172	10	-1	-1	-1	-1	52	52	50	50	27	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4009	5640	50	-1	2917	50	-1	74	12	-1	74	12	-1	74	12	-1	74	12	-1	8	994	100	100	974	100	100	6	994	100	100	974	100	100	6	-1	-1	528	176	10	-1	-1	-1	-1	53	53	51	51	28	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4010	5760	50	-1	2978	50	-1	76	12	-1	76	12	-1	76	12	-1	76	12	-1	10	1016	100	100	994	100	100	6	1016	100	100	994	100	100	6	-1	-1	540	180	10	-1	-1	-1	-1	54	54	52	52	28	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4011	5881	50	-1	3040	50	-1	76	12	-1	76	12	-1	76	12	-1	76	12	-1	10	1036	100	100	1016	100	100	6	1036	100	100	1016	100	100	6	-1	-1	552	184	10	-1	-1	-1	-1	56	56	54	54	29	8	10	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4012	6001	50	-1	3102	50	-1	78	12	-1	78	12	-1	78	12	-1	78	12	-1	10	1058	100	100	1038	100	100	6	1058	100	100	1038	100	100	6	-1	-1	564	188	11	-1	-1	-1	-1	57	57	55	55	30	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4013	6122	50	-1	3164	50	-1	80	12	-1	80	12	-1	80	12	-1	80	12	-1	10	1078	100	100	1058	100	100	6	1078	100	100	1058	100	100	6	-1	-1	576	192	11	-1	-1	-1	-1	58	58	56	56	30	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4014	6242	50	-1	3226	50	-1	80	12	-1	80	12	-1	80	12	-1	80	12	-1	10	1100	100	100	1080	100	100	6	1100	100	100	1080	100	100	6	-1	-1	588	196	11	-1	-1	-1	-1	59	59	57	57	31	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4015	6363	50	-1	3288	50	-1	82	12	-1	82	12	-1	82	12	-1	82	12	-1	10	1122	100	100	1102	100	100	6	1122	100	100	1102	100	100	6	-1	-1	600	200	11	-1	-1	-1	-1	60	60	58	58	31	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4016	6483	50	-1	3350	50	-1	84	12	-1	84	12	-1	84	12	-1	84	12	-1	10	1142	100	100	1122	100	100	6	1142	100	100	1122	100	100	6	-1	-1	612	204	11	-1	-1	-1	-1	61	61	59	59	32	9	11	-1	-1	-1	-1	-1	12	12	12	12	-1	-1	-1	-1	-1	-1
4017	6604	50	-1	3412	50	-1	84	14	-1	84	14	-1	84	14	-1	84	14	-1	10	1164	100	100	1144	100	100	7	1164	100	100	1144	100	100	7	-1	-1	624	208	11	-1	-1	-1	-1	62	62	60	60	33	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4018	6724	50	-1	3474	50	-1	86	14	-1	86	14	-1	86	14	-1	86	14	-1	10	1186	100	100	1166	100	100	7	1186	100	100	1166	100	100	7	-1	-1	636	212	11	-1	-1	-1	-1	63	63	61	61	33	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4019	6845	50	-1	3536	50	-1	88	14	-1	88	14	-1	88	14	-1	88	14	-1	10	1206	100	100	1186	100	100	7	1206	100	100	1186	100	100	7	-1	-1	648	216	11	-1	-1	-1	-1	64	64	62	62	34	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4020	6965	50	-1	3597	50	-1	88	14	-1	88	14	-1	88	14	-1	88	14	-1	10	1228	100	100	1208	100	100	7	1228	100	100	1208	100	100	7	-1	-1	660	220	11	-1	-1	-1	-1	65	65	63	63	34	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4021	7086	50	-1	3659	50	-1	90	14	-1	90	14	-1	90	14	-1	90	14	-1	10	1250	100	100	1230	100	100	7	1250	100	100	1230	100	100	7	-1	-1	672	224	11	-1	-1	-1	-1	67	67	65	65	35	9	12	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
4022	7206	50	-1	3721	50	-1	92	14	-1	92	14	-1	92	14	-1	92	14	-1	10	1270	100	100	1250	100	100	7	1270	100	100	1250	100	100	7	-1	-1	684	228	11	-1	-1	-1	-1	68	68	66	66	36	9	13	-1	-1	-1	-1	-1	14	14	14	14	-1	-1	-1	-1	-1	-1
